category,image_path,variant,sign_success,risk_success,action_success,sign_labels,risk_label,action_labels
building_outdoor,data/test/2.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/2.png,optimized_center,1,1,0,NO_STOP|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
building_outdoor,data/test/2.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/2.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/2.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/3.png,clean,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/3.png,optimized_center,1,0,0,NO_STOP|STOP_SIGN,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/3.png,random_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/3.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/3.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/4.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/4.png,optimized_center,1,0,1,NO_STOP|STOP_SIGN,NO_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/4.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/4.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/4.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/5.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/5.png,optimized_center,1,0,0,NO_STOP|STOP_SIGN,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/5.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/5.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/5.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/6.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/6.png,optimized_center,1,1,0,NO_STOP|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
building_outdoor,data/test/6.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/6.png,red_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/6.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/7.png,clean,1,0,1,STOP_SIGN|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/7.png,optimized_center,0,0,1,SIGN_HALLUCINATION|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/7.png,random_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/7.png,red_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/7.png,gray_center,1,0,1,STOP_SIGN|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
building_outdoor,data/test/8.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/8.png,optimized_center,1,1,0,NO_STOP|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
building_outdoor,data/test/8.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/8.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/8.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/9.png,clean,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/9.png,optimized_center,1,1,0,STOP_SIGN|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
building_outdoor,data/test/9.png,random_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/9.png,red_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/9.png,gray_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/10.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/10.png,optimized_center,1,0,0,NO_STOP|STOP_SIGN,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/10.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/10.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
building_outdoor,data/test/10.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,NO_STOP|NO_STOP
traffic_no_stop,data/test/11.png,clean,0,1,0,SIGN_HALLUCINATION|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/11.png,optimized_center,0,1,0,SIGN_HALLUCINATION|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/11.png,random_center,1,1,0,STOP_SIGN|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/11.png,red_center,0,1,0,SIGN_HALLUCINATION|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/11.png,gray_center,0,1,0,SIGN_HALLUCINATION|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/12.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/12.png,optimized_center,1,1,0,SIGN_HALLUCINATION|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/12.png,random_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/12.png,red_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/12.png,gray_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/13.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/13.png,optimized_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/13.png,random_center,0,1,0,NO_STOP|OTHER,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/13.png,red_center,0,1,0,NO_STOP|OTHER,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/13.png,gray_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/14.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/14.png,optimized_center,1,1,1,SIGN_HALLUCINATION|STOP_SIGN,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/14.png,random_center,0,0,0,NO_STOP|OTHER,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/14.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/14.png,gray_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/15.png,clean,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/15.png,optimized_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/15.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/15.png,red_center,0,0,1,NO_STOP|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/15.png,gray_center,0,0,1,NO_STOP|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/16.png,clean,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/16.png,optimized_center,1,1,1,SIGN_HALLUCINATION|STOP_SIGN,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/16.png,random_center,0,1,1,NO_STOP|OTHER,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/16.png,red_center,1,1,0,STOP_SIGN|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/16.png,gray_center,1,1,0,STOP_SIGN|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/17.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/17.png,optimized_center,1,1,1,NO_STOP|STOP_SIGN,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/17.png,random_center,0,0,1,NO_STOP|NO_STOP,NO_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/17.png,red_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/17.png,gray_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/18.png,clean,0,0,0,SIGN_HALLUCINATION|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/18.png,optimized_center,0,1,0,SIGN_HALLUCINATION|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/18.png,random_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/18.png,red_center,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/18.png,gray_center,0,0,0,SIGN_HALLUCINATION|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/19.png,clean,0,0,0,NO_STOP|NO_STOP,NO_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/19.png,optimized_center,1,1,0,SIGN_HALLUCINATION|STOP_SIGN,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/19.png,random_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/19.png,red_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/19.png,gray_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/20.png,clean,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/20.png,optimized_center,1,1,1,SIGN_HALLUCINATION|STOP_SIGN,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/20.png,random_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
traffic_no_stop,data/test/20.png,red_center,0,1,1,NO_STOP|NO_STOP,RISK_STOP,STOP_ACTION|NO_STOP
traffic_no_stop,data/test/20.png,gray_center,0,1,0,NO_STOP|NO_STOP,RISK_STOP,OTHER|NO_STOP
